Date,Open,High,Low,Close,Volume
7/20/2012,58.51,59.05,57.82,58.01,4805600
7/19/2012,57.8,58.84,57.72,58.61,4370200
7/18/2012,57.08,57.67,56.44,57.46,2618000
7/17/2012,56.5,57.15,56.36,56.91,2767800
7/16/2012,56.12,56.49,55.75,56.25,2213900
7/13/2012,55.09,56.22,54.69,55.96,3000600
7/12/2012,54.66,55.25,54.17,54.66,3153500
7/11/2012,55.27,55.67,54.65,54.97,3045200
7/10/2012,55.65,56.1,54.64,55.38,2857800
7/9/2012,55.95,55.99,55.2,55.46,3128400
7/6/2012,56.83,57.12,56.08,56.1,2856300
7/5/2012,57.05,57.9,56.36,56.89,4169700
7/4/2012,56.45,57.44,56.3,57.1,3014600
7/3/2012,55.4,56.5,55.33,56.5,3066100
7/2/2012,54.7,56.17,54.42,55.25,3717200
6/29/2012,53.6,54.87,53.09,54.7,5544900
6/28/2012,53.22,53.34,51.13,51.89,5054200
6/27/2012,53.15,53.35,51.92,53.09,3673900
6/26/2012,52.9,53.31,52.68,53.05,2644200
6/25/2012,53.82,54,52.38,52.74,4281400
6/22/2012,55.47,55.49,53.92,54.09,5414500
6/21/2012,56.53,57.43,56.33,56.35,3710200
6/20/2012,57,57.13,56.58,56.87,2349000
6/19/2012,56.2,57.38,56,57.19,2689500
6/18/2012,56.77,56.77,55.68,56.1,3484300
6/15/2012,55.62,56.19,55.41,55.91,10158300
6/14/2012,55.75,55.93,54.72,55.1,3887400
6/13/2012,56.19,56.38,54.97,55.79,3370200
6/12/2012,55.6,56.52,54.97,55.83,3266600
6/11/2012,56.7,56.91,54.97,55.83,4145500
6/8/2012,55.26,55.74,54.97,55.47,2750000
6/7/2012,54.96,56.36,54.74,55.75,3978200
6/6/2012,54,55.05,53.68,54.66,4018500
6/5/2012,53.72,53.74,52.67,53.45,2663500
6/4/2012,53.28,54.05,52.81,53.48,3377400
6/1/2012,56.35,56.5,53.61,54.06,6719400
5/31/2012,56.75,56.83,55.7,56.38,4694900
5/30/2012,57.51,57.67,56.34,56.79,4171400
5/29/2012,57.75,58.59,57.32,57.95,2701100
5/28/2012,57.75,58.18,56.94,57.01,1942100
5/25/2012,57.17,57.72,56.22,57.05,3208900
5/24/2012,57.42,57.57,56.3,57.08,3768900
5/23/2012,57.76,57.83,56.37,56.78,4043800
5/22/2012,58,58.38,57.56,58.32,2865700
5/21/2012,56.95,57.86,56.51,57.47,2666100
5/18/2012,56.21,57.56,56.01,56.94,5064900
5/17/2012,57.55,57.8,56.52,56.82,1978600
5/16/2012,56.87,57.99,56.33,57.34,3623500
5/15/2012,58,58.25,56.62,57.29,2913000
5/14/2012,58,58.33,57.02,57.69,3003100
5/11/2012,57.92,58.97,57.35,58.76,2771500
5/10/2012,58.08,58.5,57.01,58.21,4550300
5/9/2012,57.76,58.24,56.45,57.57,3999900
5/8/2012,58.97,58.97,56.86,57.46,3970000
5/7/2012,58,59.15,57.62,58.98,4294500
5/4/2012,60.73,60.82,59.14,59.49,3573800
5/3/2012,61.72,62.23,60.39,60.92,3638700
5/2/2012,62.79,63.15,60.71,61.31,4581200
5/1/2012,62.19,62.19,62.19,62.19,0
4/30/2012,63.46,63.73,62.14,62.19,4592900
4/27/2012,63.59,65.25,62.93,65.25,7224600
4/26/2012,65.52,65.69,64.43,65,3728000
4/25/2012,64.38,65.66,63.96,65.19,3926900
4/24/2012,64.26,64.34,63.01,63.93,2953600
4/23/2012,65.62,65.77,63.23,63.67,3982400
4/20/2012,65.37,66.26,65.24,66.2,4653500
4/19/2012,65.15,66.6,64.85,65.01,5311100
4/18/2012,65.34,65.42,64.32,64.72,2674800
4/17/2012,63.25,65.63,63.14,65.57,4624300
4/16/2012,61.7,63.5,61.5,62.86,3476800
4/13/2012,63.55,63.67,61.16,61.63,4298200
4/12/2012,62.81,64,62.31,63.55,4241700
4/11/2012,61.84,63.29,61.31,62.69,3402300
4/10/2012,62.75,63.86,62.01,62.01,3845600
4/9/2012,63.48,63.48,63.48,63.48,0
4/6/2012,63.48,63.48,63.48,63.48,0
4/5/2012,63.8,64.13,62.51,63.48,3924500
4/4/2012,65.2,65.46,63.43,63.55,3902400
4/3/2012,66.9,66.95,65.61,65.69,2245400
4/2/2012,65.59,66.62,65.13,66.61,2854700
3/30/2012,65.28,65.76,64.92,65.59,2761200
3/29/2012,65.8,66.05,64.17,64.96,3808900
3/28/2012,67.05,67.53,65.83,65.98,2518900
3/27/2012,67.47,68.24,67,67.2,2572100
3/26/2012,66.01,67.38,65.73,67.07,2311300
3/23/2012,65.98,66.7,64.58,65.85,2945900
3/22/2012,66.94,67.21,65.29,65.92,4835500
3/21/2012,67.6,68.03,66.7,67.25,2472900
3/20/2012,67.88,68.63,66.92,67.23,3219300
3/19/2012,67.62,67.97,66.78,67.42,2028200
3/16/2012,67.39,68.38,67.17,67.98,9944800
3/15/2012,66.6,67.5,66.43,67.44,3165400
3/14/2012,66.91,67.14,66.06,66.69,2974700
3/13/2012,66,66.76,65.78,66.62,2933900
3/12/2012,65.1,65.63,64.88,65.52,1876600
3/9/2012,65.07,65.73,64.82,65.22,2656300
3/8/2012,63.52,65.2,63.39,64.88,4825800
3/7/2012,62.5,63.21,62.24,63.01,3470100
3/6/2012,65.25,65.4,62.4,62.42,5663600
3/5/2012,65.75,66.32,65.08,65.65,3070800
3/2/2012,67.08,67.25,66.22,66.64,2247000
3/1/2012,65.66,67.24,65.61,67.24,4172300
2/29/2012,67,67.48,65.78,65.9,4194700
2/28/2012,66.3,66.7,65.51,66.52,3948200
2/27/2012,64.82,66.14,64.38,65.81,3543700
2/24/2012,65.75,66.48,64.33,64.7,6017000
2/23/2012,64.05,65.46,63.7,64.58,4291200
2/22/2012,64.82,65.1,63.32,64.15,3578800
2/21/2012,64.53,65.21,64.23,65,2919700
2/20/2012,63.5,64.8,63.34,64.66,3037900
2/17/2012,62.62,63.11,62.21,62.98,3970300
2/16/2012,61.5,62,61.04,62,3628200
2/15/2012,61.89,62.72,61.71,61.98,3449600
2/14/2012,60.7,61.46,60.54,61.23,2782300
2/13/2012,60.56,60.93,60,60.73,1864500
2/10/2012,60.5,61.08,59.66,60.38,3139600
2/9/2012,60.56,61.85,60.42,61.42,3870400
2/8/2012,61.11,61.73,60.32,60.56,2551800
2/7/2012,61.42,61.6,60.11,60.87,3103100
2/6/2012,61.3,61.63,60.61,61.35,2013400
2/3/2012,60.4,61.58,60.2,61.32,3144000
2/2/2012,60.15,60.78,59.54,60.48,4077500
2/1/2012,59.07,60.66,58.97,59.89,4970300
1/31/2012,60.23,60.39,58.66,58.78,4872400
1/30/2012,59.93,60.59,59.78,59.81,2815600
1/27/2012,59.63,61.1,59.6,60.48,4231800
1/26/2012,59.7,60.06,59.27,60,4371600
1/25/2012,59.14,59.3,58.76,59.25,2728300
1/24/2012,58.61,59.08,58.28,58.72,2907700
1/23/2012,58.16,59.19,57.51,58.95,3080300
1/20/2012,59.09,59.09,58.24,58.39,4839600
1/19/2012,59.18,59.43,58.48,59.01,4199400
1/18/2012,58.57,59.58,58.15,59.03,3987200
1/17/2012,58.88,59.27,57.98,58.79,4247900
1/16/2012,57.11,58.23,56.8,57.92,2709200
1/13/2012,58.8,58.91,56.75,57.62,4359500
1/12/2012,57.55,58.95,57.38,58.2,3797200
1/11/2012,57.6,58,57.04,57.5,2945300
1/10/2012,56.5,57.99,56.36,57.49,4654400
1/9/2012,55.81,56,55.14,55.67,2890900
1/6/2012,56.78,57.38,55.31,55.92,3592000
1/5/2012,56.44,57.14,55.89,56.75,3367300
1/4/2012,55.93,56.57,55.81,56.16,2712900
1/3/2012,55.79,56.79,55.58,56.35,4003700
1/2/2012,53.62,55.3,53.62,55.14,3446200
12/30/2011,53.24,53.89,52.89,53.89,1515500
12/29/2011,52.76,53.17,52.38,53.17,1861000
12/28/2011,53.09,53.84,52.39,52.39,2359900
12/27/2011,53.03,53.55,52.96,53.17,1032900
12/26/2011,52.83,52.83,52.83,52.83,0
12/23/2011,53.2,53.28,52.46,52.83,1431200
12/22/2011,52.74,53.47,52.43,52.63,2917400
12/21/2011,53.48,54.04,52.05,52.4,3368700
12/20/2011,51,53.09,50.58,52.9,3524100
12/19/2011,51.1,52.02,50.78,51.15,2929500
12/16/2011,51.89,52.34,51.18,51.71,10576700
12/15/2011,50.95,52.08,50.61,51.13,4778600
12/14/2011,50.95,51.67,50.42,50.58,4850000
12/13/2011,51.87,52.37,50.71,51.1,4143800
12/12/2011,53.44,53.62,51.61,51.61,5260900
12/9/2011,52.6,54.66,52.4,53.9,5827400
12/8/2011,54.5,55.06,53.05,53.14,5754200
12/7/2011,55.12,55.23,53.13,53.88,3785200
12/6/2011,53.99,55.29,53.9,54.11,3852200
12/5/2011,54.63,55.35,53.97,54.56,4187500
12/2/2011,54.1,55.5,53.82,53.98,5066500
12/1/2011,53.88,54.46,52.83,53.06,5875700
11/30/2011,49.85,54.58,49.81,54.04,9102500
11/29/2011,49.52,50.99,49.17,50.56,5173200
11/28/2011,47.9,49.62,47.76,49.53,4416400
11/25/2011,46.37,47.68,46.06,47.24,3753400
11/24/2011,47.48,47.92,46.3,46.44,3875300
11/23/2011,46.85,48.52,46.52,47.08,4816800
11/22/2011,48.73,49.03,47.37,47.37,3859100
11/21/2011,49.48,49.51,47.8,48.15,4843200
11/18/2011,49.7,50.41,49.47,49.72,4632600
11/17/2011,50.25,51.15,49.51,50.26,4320800
11/16/2011,50.47,51.2,49.69,50.58,3717900
11/15/2011,50.53,51.56,49.61,50.89,4091200
11/14/2011,51.97,52.28,50.6,51.19,2870500
11/11/2011,50.02,52.16,49.92,51.6,3335500
11/10/2011,48.9,51.09,48.63,50.2,4516600
11/9/2011,51.35,51.86,49.25,49.97,5113300
11/8/2011,50.5,52.37,50.35,50.79,4033000
11/7/2011,50.42,51.23,49.51,50.41,4501300
11/4/2011,53.77,53.79,50.85,51.32,5101100
11/3/2011,50.32,53.85,49.94,53.33,6325600
11/2/2011,51.52,51.86,50.45,51.5,4208300
11/1/2011,51.38,51.7,50.2,50.85,6957800
10/31/2011,54.3,54.56,53.19,53.19,4152400
10/28/2011,54.94,55.5,54.72,54.99,5744500
10/27/2011,52.55,54.45,51.98,54.37,8739200
10/26/2011,51.85,52.2,50.05,50.6,4465500
10/25/2011,51.37,52.66,50.77,51.85,4661400
10/24/2011,51.35,51.97,50.38,51.63,3392600
10/21/2011,49.38,51.04,48.44,50.79,6056800
10/20/2011,49.38,49.99,48.83,49.1,5943600
10/19/2011,51.26,51.58,49.7,50.1,3990300
10/18/2011,49.76,51.49,49.49,50.87,3462600
10/17/2011,52,52.75,50.05,50.5,4875400
10/14/2011,50.86,51.88,50.44,51.31,4234300
10/13/2011,50.66,51.28,49.87,50.55,4249600
10/12/2011,50.18,51.67,49.63,51.04,4389400
10/11/2011,50.96,51.1,49.65,50.3,5008600
10/10/2011,49.92,51.68,49.04,51.06,4184300
10/7/2011,49.17,50.41,48.28,49.49,5309300
10/6/2011,47.12,49.02,46.8,49.01,6926000
10/5/2011,45.06,47.15,44.65,46.81,6082400
10/4/2011,44.31,44.35,43.03,44,5616100
10/3/2011,44.8,45.67,44.47,45.05,3800500
9/30/2011,47,47.14,45.47,46.08,4738000
9/29/2011,46.21,47.53,46.03,47.24,4023700
9/28/2011,46.59,47.56,45.67,46.51,4562600
9/27/2011,46.75,47.3,46,47.01,7548100
9/26/2011,43.22,46.34,43.18,45.4,5850400
9/23/2011,44.83,45.04,42.47,44.27,6975400
9/22/2011,45.06,45.3,44.01,44.35,6871900
9/21/2011,47.58,47.96,46.12,46.42,4274600
9/20/2011,46.19,48.19,46.06,47.83,4257500
9/19/2011,46.49,46.94,45.68,46.47,4436500
9/16/2011,48.42,48.65,47.06,47.43,11621500
9/15/2011,47.08,48.45,46.46,47.81,6736400
9/14/2011,44,46.46,44,46.38,7481000
9/13/2011,44.22,45.22,42.38,44.67,6720900
9/12/2011,42.69,43.83,42.19,43.66,7313100
9/9/2011,45.81,46.28,43.92,44.2,6479300
9/8/2011,46,47.17,45.46,46.62,5400300
9/7/2011,45.73,46.44,45.16,46.25,5423100
9/6/2011,44.44,45.62,43.95,44.4,6734300
9/5/2011,45.66,45.92,43.89,44.46,7306400
9/2/2011,47.78,47.94,46.3,47.06,6103900
9/1/2011,49.6,49.7,47.99,48.83,6017200
8/31/2011,48.15,50.37,47.9,49.67,7048300
8/30/2011,48.54,48.68,47.12,48.03,4821500
8/29/2011,48.57,49.3,47.9,48.36,3182800
8/26/2011,48.25,48.34,46.1,47.62,7029600
8/25/2011,50.5,51.02,46.82,48.25,7619000
8/24/2011,48.3,50.77,47.9,49.9,6051300
8/23/2011,48.44,49.6,47.53,48.28,5109800
8/22/2011,47.92,48.99,47.31,47.84,5635500
8/19/2011,50.13,50.33,47.75,48.6,10009300
8/18/2011,52.65,52.7,49.73,50.52,8795200
8/17/2011,53.24,54.05,52.38,53.5,4138700
8/16/2011,53.79,54,52.47,53.98,4365400
8/15/2011,55.15,55.41,54.18,54.32,4568100
8/12/2011,52.25,54.54,50.93,54.15,7542700
8/11/2011,51.3,52.71,48.92,52.23,11515100
8/10/2011,54.59,54.65,49.2,49.53,12889100
8/9/2011,50.76,52.74,46.92,52.11,14928200
8/8/2011,52.84,53.54,50.53,50.99,11890200
8/5/2011,53.65,56.46,52.62,53.99,14846400
8/4/2011,59.45,59.86,56.13,56.63,8479600
8/3/2011,58.84,60.09,57.56,58.51,7181800
8/2/2011,60.55,61.3,59.71,60.15,5683100
8/1/2011,64.5,64.9,61.21,61.21,6005500
7/29/2011,62.5,63.75,62.22,63.22,4776200
7/28/2011,62.35,63.09,61.85,63.09,9132400
7/27/2011,66.25,66.93,65.75,65.86,4357000
7/26/2011,67.6,67.86,66.61,66.75,2358500
7/25/2011,65.98,67.59,65.84,67.34,2800800
7/22/2011,67.21,67.37,65.85,66.57,2849800
7/21/2011,66.3,67.17,65.48,66.76,4126500
7/20/2011,67.37,68.1,65.73,66.2,5173500
7/19/2011,67.61,68.44,66.97,67,3660800
7/18/2011,67.55,68.1,67.04,67.43,3268000
7/15/2011,68.16,68.4,67.43,67.91,5169400
7/14/2011,67.62,68.87,67.6,68.5,3347300
7/13/2011,67,68.4,66.82,68.23,3343200
7/12/2011,65.3,67.09,64.73,67,5482000
7/11/2011,67.89,68.33,66.57,66.95,4006400
7/8/2011,69,69.8,68.17,68.37,3635500
7/7/2011,68.75,69.09,68.5,68.75,2903100
7/6/2011,67.94,68.45,67.29,68.45,3318200
7/5/2011,67.51,68.61,67.36,67.8,3130300
7/4/2011,67.85,68.28,67.56,67.7,1654300
7/1/2011,67.88,68.1,67,67.84,3037400
6/30/2011,66.29,67.57,66.29,67.57,3454800
6/29/2011,65.35,66.64,65.18,66.31,3849300
6/28/2011,64.25,64.89,63.77,64.72,2771900
6/27/2011,63.82,63.93,63.15,63.68,3290500
6/24/2011,65.19,66,64.11,64.29,3685400
6/23/2011,65,65.3,63.82,64.44,3383100
6/22/2011,65.3,65.7,64.86,65.27,3065400
6/21/2011,63.43,65.2,63.32,65.2,3865500
6/20/2011,62.44,62.94,61.97,62.8,3041100
6/17/2011,62.63,64.32,61.75,63.29,8911300
6/16/2011,62.25,62.85,61.9,62.85,4199100
6/15/2011,64.42,64.83,63.04,63.1,3328600
6/14/2011,63.78,64.72,63.78,64.53,2928800
6/13/2011,63.33,63.67,62.5,63.19,1254300
6/10/2011,63.81,64.52,62.99,63.15,3692200
6/9/2011,62.3,64.43,62.04,64,3624000
6/8/2011,62.29,62.5,61.15,62.24,3079300
6/7/2011,63.12,63.44,62.43,62.6,2684700
6/6/2011,62.42,63.42,62.16,62.86,2590400
6/3/2011,61.78,62.49,61.02,62.42,3445500
6/2/2011,62.62,62.72,61.46,61.46,2244000
6/1/2011,64.7,64.7,63,63.41,3318100
5/31/2011,63,64.63,63,64.26,5749100
5/30/2011,61.6,62.5,61.5,61.92,1705400
5/27/2011,61.55,61.97,60.76,61.3,2783000
5/26/2011,61.84,62.34,60.5,60.83,3740400
5/25/2011,60.8,61.52,60.32,61.17,4014500
5/24/2011,61.36,62.57,61.2,61.69,3002400
5/23/2011,61.5,61.98,60.56,61.23,4552300
5/20/2011,63.86,64.5,62.01,62.66,13407800
5/19/2011,63.59,64.66,63.42,63.58,3663100
5/18/2011,62.96,63.45,62.67,63.08,3243900
5/17/2011,63.97,64.28,62.36,62.4,4198600
5/16/2011,63.7,64.48,63.2,64.39,2930200
5/13/2011,64.72,65.48,63.96,64.06,3283200
5/12/2011,64.05,64.22,62.75,64.14,4711800
5/11/2011,66.7,66.7,64.72,64.87,4039900
5/10/2011,65.9,66.99,65.7,66.3,3496600
5/9/2011,66.41,66.72,65.4,65.64,6632200
5/6/2011,66.61,68.41,65.34,68.41,29200100
5/5/2011,67,67.52,65.22,66,24301700
5/4/2011,67.66,69.27,66.33,66.59,5339400
5/3/2011,68.42,68.92,67.8,68.62,3222000
5/2/2011,69.7,70.22,68.62,68.62,2581300
4/29/2011,68.75,69.49,68.28,69.4,2447900
4/28/2011,68.62,69.39,67.92,68.56,4357900
4/27/2011,66.85,67.93,66.57,67.83,3958500
4/26/2011,66,66.6,65.41,66.6,2980700
4/21/2011,65.99,66.5,65.6,65.86,3434400
4/20/2011,63.7,65.3,63.5,65.3,4505300
4/19/2011,62.58,62.88,62.19,62.33,2137800
4/18/2011,64.15,64.21,61.96,62.26,3506200
4/15/2011,63.2,64.17,63.05,64.05,5133600
4/14/2011,62.86,63.39,62.4,62.97,2744400
4/13/2011,62.7,63.41,62.59,63.05,2963400
4/12/2011,63.4,63.65,62.39,62.59,4371700
4/11/2011,63.95,64.45,63.18,64.41,3032800
4/8/2011,63.43,64.1,63.31,63.83,3088700
4/7/2011,63.6,63.64,62.91,63.11,2639400
4/6/2011,62.69,63.63,62.19,63.43,3240300
4/5/2011,61.95,62.5,61.32,62.28,2804400
4/4/2011,61.95,62.29,61.76,61.95,1905400
4/1/2011,61.28,62.08,61.28,61.89,3076000
3/31/2011,60.68,61.5,60.55,61.03,3952000
3/30/2011,59.81,60.81,59.81,60.46,3635800
3/29/2011,59,59.4,58.1,59.27,2713300
3/28/2011,59,59.5,58.69,59.09,1897600
3/25/2011,59.07,59.2,58.35,59.03,3242100
3/24/2011,56.95,58.58,56.8,58.37,4118200
3/23/2011,56.14,56.48,55.41,56.47,2971500
3/22/2011,57.17,57.29,56.21,56.46,2586600
3/21/2011,56.85,57.61,56.55,56.93,4487800
3/18/2011,56.3,56.81,55.95,56.25,10957900
3/17/2011,54.48,55.87,53.42,55.31,5195500
3/16/2011,56,56.14,53.63,53.96,5601800
3/15/2011,56.25,56.29,53.3,55.46,11642500
3/14/2011,57.8,58.38,57.27,57.78,3186500
3/11/2011,58.05,58.8,57.61,58.39,3435100
3/10/2011,59,59.18,57.87,58.73,3300800
3/9/2011,60.27,60.56,59.21,59.39,3118600
3/8/2011,61.52,61.56,59.3,59.96,3712900
3/7/2011,60.47,62,60.28,61.26,3057300
3/4/2011,61.07,61.68,60.18,60.6,2574100
3/3/2011,60.8,61.49,60.46,60.96,2621200
3/2/2011,59.29,60.62,59.1,60.33,2822300
3/1/2011,61,61.55,59.56,59.82,3050300
2/28/2011,59.15,60.59,58.96,60.26,3086900
2/25/2011,59.35,59.49,58.88,59.18,2478100
2/24/2011,58.25,59.62,58.08,59,4070900
2/23/2011,59.09,59.9,58.69,58.75,3444600
2/22/2011,59,60.02,58.32,59.49,3908800
2/21/2011,61.31,61.42,59.69,59.9,3227500
2/18/2011,61.35,61.54,60.77,61.54,3463200
2/17/2011,60.62,61.1,60.19,60.97,2789900
2/16/2011,61.3,61.48,60.3,60.3,3293900
2/15/2011,59.67,60.73,59.6,60.56,3698600
2/14/2011,58.3,59.49,58.23,59.49,2736000
2/11/2011,58.38,58.58,57.59,58.04,2594100
2/10/2011,57.62,58.59,57.5,58.53,2489900
2/9/2011,57.85,58.24,57.6,57.82,2057700
2/8/2011,58.18,58.38,57.52,57.69,2867600
2/7/2011,57.43,58.62,57.01,58.45,2965100
2/4/2011,58.09,58.24,57.12,57.35,2634100
2/3/2011,57.93,58.13,57.19,57.77,2719700
2/2/2011,57.71,58.55,57.39,58.04,3706100
2/1/2011,56.5,58.06,56.34,58,3919800
1/31/2011,56.3,56.72,55.75,56.18,2474400
1/28/2011,57.18,57.39,56.09,56.29,2900600
1/27/2011,57.4,58.22,57.21,57.41,3643400
1/26/2011,56.39,57.55,56.17,57.22,2985600
1/25/2011,55.93,57.38,55.2,56.12,4382900
1/24/2011,56.68,56.82,54.27,55.93,4157800
1/21/2011,55.93,56.68,55.16,56.64,5684900
1/20/2011,56.04,56.77,55.15,55.65,4111800
1/19/2011,57.24,57.72,55.68,55.95,4221000
1/18/2011,57.33,57.65,57.17,57.41,2421000
1/17/2011,57.3,57.83,56.91,57.15,2139500
1/14/2011,58.13,58.24,56.91,57.57,3551700
1/13/2011,58.75,59.21,57.09,58.42,3815400
1/12/2011,57.32,58.6,57.25,58.57,3334900
1/11/2011,57.13,57.28,56.5,57.07,3318500
1/10/2011,56.99,58.14,56.68,56.78,3420600
1/7/2011,57.85,58.1,56.89,57.1,2999400
1/6/2011,58.18,58.97,57.62,57.94,2545200
1/5/2011,58.6,58.78,56.21,57.89,7682500
1/4/2011,60.4,60.49,58.52,58.8,3651900
1/3/2011,60.44,60.95,60.23,60.42,1831500
12/30/2010,61.35,61.41,59.58,59.7,1579300
12/29/2010,60.85,61.39,60.73,61.35,1347100
12/28/2010,60.81,60.97,60.45,60.6,741800
12/27/2010,61.5,61.5,60.14,60.66,1202500
12/23/2010,61.4,61.72,61.02,61.42,1035200
12/22/2010,61.6,61.8,61.26,61.61,1672200
12/21/2010,61.14,61.83,61.14,61.71,1999500
12/20/2010,60.76,61.87,60.73,61.05,2097200
12/17/2010,61.68,61.88,60.83,60.83,6779700
12/16/2010,61.72,61.75,61.03,61.73,1819600
12/15/2010,60.88,61.58,60.14,61.51,3076700
12/14/2010,60.58,60.97,60.56,60.95,1739500
12/13/2010,60.98,61,60.53,60.69,2252800
12/10/2010,60.75,61.03,60.32,60.5,1887600
12/9/2010,61.22,61.74,59.95,60.39,4044300
12/8/2010,60.9,61.48,60.55,60.98,3001800
12/7/2010,60.1,61.85,60.1,61.15,3318700
12/6/2010,59.51,60.25,59.5,60.02,2334900
12/3/2010,59.65,60,59.05,59.19,2735400
12/2/2010,59.26,59.95,58.35,59.95,3603900
12/1/2010,57.61,59.26,57.61,59.26,3828900
11/30/2010,56.4,57.63,56.34,57.5,4562100
11/29/2010,58.4,59.13,56.29,56.29,4159100
11/26/2010,58.8,58.82,57.64,58.36,2884800
11/25/2010,58.5,59.29,58.23,59.18,1871300
11/24/2010,56.95,58.69,56.81,58.67,3407000
11/23/2010,57.4,57.93,56.68,56.68,3064900
11/22/2010,57.85,58.2,57.52,57.82,2872300
11/19/2010,57.2,57.54,56.6,57.4,3795100
11/18/2010,55.8,57.26,55.74,57.26,2986400
11/17/2010,54.55,55.52,54.43,55.49,2445800
11/16/2010,56.7,56.86,54.98,54.98,3331700
11/15/2010,55.77,57.39,55.67,57.18,2807900
11/12/2010,55.58,56.37,55.02,56.12,3618200
11/11/2010,56.4,56.98,56.17,56.63,2760400
11/10/2010,57.3,57.34,55.86,56.09,4005800
11/9/2010,56.5,57.67,56.35,57.41,2976500
11/8/2010,57,57.05,56.57,56.75,2173900
11/5/2010,56.08,57.7,56,57.17,4782100
11/4/2010,54.5,56.72,54.42,56.15,5913100
11/3/2010,54.32,54.45,53.91,54.09,2707200
11/2/2010,52.45,54.27,52.39,54.23,3505600
11/1/2010,52.5,53.02,52.2,52.57,2466000
10/29/2010,52.29,52.7,52.08,52.28,3182200
10/28/2010,52.35,52.66,51.25,52.37,3696500
10/27/2010,52.66,52.87,52.01,52.22,2968600
10/26/2010,52.97,53.26,52.37,52.69,3490700
10/25/2010,53,53.39,52.86,53.11,1992800
10/22/2010,52.5,53.35,52.3,52.77,3297500
10/21/2010,51.93,52.8,51.85,52.8,4225500
10/20/2010,51.65,51.93,50.64,51.93,4973200
10/19/2010,51,51.34,50.23,50.64,3155100
10/18/2010,50.69,51.19,50.57,51.03,2719100
10/15/2010,50.3,50.97,50.12,50.97,7649700
10/13/2010,48.95,50.19,48.74,49.71,5284300
10/12/2010,48.39,48.58,47.64,48.48,2974200
10/11/2010,48.6,48.8,48.38,48.6,2310000
10/8/2010,47.61,48.81,47.6,48.73,3714100
10/7/2010,48.26,48.33,47.58,47.77,4117200
10/6/2010,47.5,48.51,47.33,48.51,6105700
10/5/2010,46.5,47.33,46.05,47.24,3846300
10/4/2010,46.87,47.03,45.88,46.46,3619100
10/1/2010,46.7,47.49,46.55,46.87,5102000
9/30/2010,46.23,47.28,45.92,46.26,3576900
9/29/2010,47,47.3,46.19,46.46,2891300
9/28/2010,46.63,47.05,45.8,46.87,3381100
9/27/2010,47,47.1,46.49,46.6,2448100
9/24/2010,45.6,46.99,45.47,46.92,4015900
9/23/2010,46.16,46.53,45.17,45.62,4923600
9/22/2010,45.7,46.22,44.66,45.58,6491800
9/21/2010,45.42,45.99,45.28,45.28,2580500
9/20/2010,45.04,45.54,44.87,45.46,2603000
9/17/2010,45.64,45.88,44.66,44.77,7995000
9/16/2010,44.81,45.22,44.71,45.2,2840700
9/15/2010,45.02,45.27,44.62,45.02,2852800
9/14/2010,44.87,45.36,44.72,45.17,3208500
9/13/2010,44.1,44.88,43.97,44.69,3187600
9/10/2010,43.49,43.78,43.37,43.69,1966000
9/9/2010,42.85,43.79,42.72,43.51,2637300
9/8/2010,42.89,43.15,42.09,43.09,3146200
9/7/2010,43.16,43.34,42.54,43,2329600
9/6/2010,43.37,43.46,43.25,43.38,1482100
9/3/2010,43.05,43.79,42.99,43.34,2751600
9/2/2010,42.94,43.24,42.8,43.03,2708500
9/1/2010,41.71,43.13,41.26,43,4344800
8/31/2010,41.02,41.63,40.92,41.63,3528400
8/30/2010,42.22,42.22,41.42,41.62,1524500
8/27/2010,41.74,42.16,41.15,42.03,2529900
8/26/2010,41.8,42.37,41.65,41.94,3330400
8/25/2010,41.88,42.12,40.74,41.35,4455100
8/24/2010,42.37,42.47,41.5,41.9,3544400
8/23/2010,42.56,43.08,42.37,42.74,2741000
8/20/2010,43.5,43.74,42.44,42.55,4704700
8/19/2010,44.88,44.9,43.35,43.47,3965500
8/18/2010,44.5,44.88,44.12,44.47,2497200
8/17/2010,43.69,44.75,43.63,44.7,3254900
8/16/2010,43.85,44.13,43.11,43.66,2562600
8/13/2010,44.94,45,43.59,43.8,3884000
8/12/2010,44.15,44.98,44.13,44.56,2964200
8/11/2010,44.92,44.95,43.98,44.31,3695400
8/10/2010,45.48,45.75,45,45.35,2579600
8/9/2010,45.5,45.85,45.43,45.76,3229100
8/6/2010,45.67,46.29,44.51,44.74,5272300
8/5/2010,46.54,46.54,45.35,45.56,4506200
8/4/2010,45.75,46.73,45.49,46.45,2474600
8/3/2010,45.9,46.19,45.44,45.9,2976700
8/2/2010,45.47,46.52,45.33,46.31,3213000
7/30/2010,44.39,44.99,43.64,44.81,4259200
7/29/2010,46.25,46.41,44.19,44.38,5064900
7/28/2010,46.34,46.4,45.04,45.33,3541400
7/27/2010,47,47.06,45.79,46.11,4053700
7/26/2010,46.92,46.96,46.23,46.74,1881600
7/23/2010,46.09,46.99,45.75,46.71,3411500
7/22/2010,44.28,46.08,44,45.99,3780800
7/21/2010,44.6,45.22,44.38,44.44,2754000
7/20/2010,44.72,44.94,43.41,44.2,3178100
7/19/2010,44.95,45.35,44.22,44.49,3606000
7/16/2010,46.09,46.82,44.9,44.96,5028700
7/15/2010,46.27,46.8,45.76,45.87,3295400
7/14/2010,46.56,46.95,46.01,46.36,2894400
